id,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
4173590,2014-10-22 07:15:23,2,3,66,442,44774,9066.664,1192953,0,0,9,2015-01-04,2015-01-25,2,0,1,8241,1,0,1,3,162,1490,12
32792610,2013-09-30 19:46:39,2,3,66,467,51143,4399.0002,853557,0,0,0,2013-10-19,2013-10-20,3,0,1,49949,6,0,1,6,46,39,11
17621909,2014-09-09 17:32:57,2,3,66,196,2428,1411.1062,1070821,1,1,9,2015-04-15,2015-04-19,2,0,1,8864,1,0,1,4,47,1508,66
36234643,2014-08-25 19:35:03,2,3,66,226,36508,1737.317,797539,1,0,0,2014-09-28,2014-09-29,2,0,1,8250,1,0,1,2,50,628,88
36722351,2013-03-26 09:51:00,17,1,133,20,40435,,193411,0,1,1,2013-04-20,2013-04-22,2,0,1,8739,1,0,1,6,144,4,11
329394,2014-06-04 00:23:37,2,3,66,174,24622,841.8577,1135034,0,0,9,2014-08-08,2014-08-12,7,1,2,24860,6,0,3,2,50,673,21
20727763,2014-10-21 09:24:35,24,2,3,77,33065,,1176371,0,0,1,2014-10-22,2014-10-24,2,0,1,8246,1,0,1,3,5,65,78
7519066,2014-07-15 15:19:31,2,3,66,337,51546,2530.0373,415460,0,0,3,2014-07-26,2014-07-27,1,0,1,24119,6,0,1,2,50,357,83
27979246,2014-07-31 12:13:54,2,3,66,447,16960,2078.8444,163840,0,0,9,2014-10-10,2014-10-21,2,0,1,11353,1,0,1,2,50,699,13
27354251,2013-05-04 07:36:35,2,3,66,322,44140,546.0425,857977,1,0,9,2013-05-07,2013-05-08,2,0,1,18714,5,0,2,2,50,406,32
16408793,2014-09-12 18:22:03,11,3,205,135,36086,4367.4517,376451,0,0,9,2014-10-19,2014-10-20,1,0,1,23507,6,0,1,6,70,19,21
19519735,2014-11-02 13:32:24,34,3,205,354,42252,42.9447,40356,0,0,2,2014-11-09,2014-11-10,2,0,1,34725,4,0,2,2,198,397,28
35233768,2014-12-16 18:40:40,2,3,66,363,6278,,548393,0,0,9,2015-01-03,2015-01-04,5,0,1,8268,1,0,1,2,50,682,54
19943844,2014-10-11 10:37:43,2,3,66,348,20067,2597.5179,41308,0,0,9,2015-02-15,2015-02-16,3,0,1,8834,1,0,1,2,50,355,91
14013879,2014-06-23 08:36:01,2,3,66,174,47287,763.3193,1027733,0,0,0,2014-07-10,2014-07-11,3,0,1,712,1,0,1,2,50,500,47
3254579,2014-12-13 13:16:56,2,3,66,196,2428,1599.5672,33076,0,0,9,2015-03-29,2015-03-31,2,0,1,8820,1,1,1,2,50,662,48
15852178,2014-11-06 07:40:59,37,1,69,692,45077,,124635,0,1,9,2014-12-05,2014-12-07,3,0,2,8739,1,0,2,6,144,4,29
12837006,2014-11-10 09:13:16,2,3,66,448,25570,163.1003,972091,0,0,2,2014-11-14,2014-11-16,2,0,1,11569,1,0,1,2,50,623,79
30255279,2014-04-13 13:52:52,2,3,66,448,14052,189.9291,63313,0,0,0,2014-04-14,2014-04-15,2,1,1,25226,1,0,2,2,50,579,16
9097803,2014-09-22 15:39:43,8,4,77,871,36643,9790.2167,486763,0,0,9,2015-07-23,2015-07-24,2,0,1,1909,1,0,1,6,180,1525,85
33372037,2013-11-03 10:47:35,2,3,66,356,28014,3693.2581,177932,0,0,9,2013-12-06,2013-12-08,2,0,1,1566,3,0,1,4,32,1411,0
17253039,2014-05-15 14:33:05,2,3,66,403,17552,481.7748,130991,0,1,0,2014-06-09,2014-06-11,2,2,1,28589,6,0,1,2,50,704,22
22032083,2013-10-08 08:08:20,2,3,66,226,42300,539.6056,651972,0,0,9,2013-11-08,2013-11-10,2,0,1,7509,6,0,1,2,50,191,35
20198593,2013-04-18 15:38:18,2,3,66,184,28561,1686.6906,775583,0,1,3,2013-06-26,2013-06-30,2,0,1,11938,1,0,4,4,8,126,64
27498346,2014-09-25 08:35:42,11,3,205,343,37594,2733.4598,41984,0,1,2,2014-11-04,2014-11-07,1,0,1,8250,1,0,1,2,50,628,88
10527571,2014-06-11 15:08:29,2,3,66,331,9189,136.4541,880781,0,0,1,2014-07-01,2014-07-02,1,0,1,11358,1,0,1,2,50,570,6
37304649,2014-09-28 06:58:21,2,3,66,363,50617,978.5256,1098466,0,0,5,2014-12-24,2014-12-30,2,2,1,28585,6,0,1,2,50,703,59
19745784,2013-07-05 10:55:53,23,1,1,167,8383,,693634,0,0,5,2013-07-28,2013-08-04,2,0,1,17548,3,0,1,6,105,1866,62
3986424,2014-10-12 18:32:18,2,3,66,337,52988,3584.1708,717446,0,0,5,2015-08-20,2015-08-22,4,2,2,8255,1,0,5,6,77,20,5
5688964,2014-01-10 07:35:27,2,3,66,321,53130,1063.6269,287617,0,1,0,2014-02-26,2014-03-01,2,0,2,12261,6,0,1,2,50,412,95
16835061,2014-07-25 09:38:51,8,4,77,871,36643,7451.8189,248350,0,0,5,2015-01-12,2015-01-15,3,0,1,23357,6,0,1,3,48,153,8
28081611,2014-09-16 06:41:10,2,3,66,189,55104,,446810,0,1,4,2015-01-06,2015-01-12,2,0,2,8216,1,0,1,2,50,350,68
18154268,2014-09-13 09:06:53,11,3,231,48,2982,,19748,0,0,9,2014-09-28,2014-10-02,2,0,1,25470,6,0,1,2,50,365,69
18020352,2014-03-17 06:10:46,2,3,66,220,23801,172.1363,890706,0,0,9,2014-03-21,2014-03-23,2,2,1,47669,4,0,1,2,50,521,77
528472,2014-03-15 08:03:28,2,3,66,254,19519,166.4969,613479,0,0,9,2014-05-12,2014-05-13,2,0,1,11320,1,0,2,2,50,466,18
33968130,2013-09-07 14:20:31,34,3,205,354,28561,3720.6789,920715,0,1,5,2013-10-23,2013-11-01,2,0,1,8745,1,0,2,6,204,27,97
14666224,2014-10-20 23:47:01,18,2,119,0,27731,,509958,0,0,3,2014-10-22,2014-10-27,1,0,1,651,1,0,1,3,99,1038,60
28954250,2014-07-16 14:42:16,2,3,66,462,28654,663.6714,337291,0,0,9,2014-08-22,2014-08-23,1,0,1,8279,1,0,1,2,50,1230,56
30238732,2013-05-12 10:33:03,2,3,66,226,20170,2172.4995,27303,0,0,9,2013-05-17,2013-05-19,2,2,1,12270,6,0,4,2,50,663,68
19182356,2013-10-28 18:42:13,2,3,66,337,47357,2216.5786,321245,0,0,1,2014-01-17,2014-01-20,1,0,1,49267,4,1,1,2,50,628,1
21646897,2014-12-18 23:30:25,2,3,205,155,14703,4924.7186,514306,0,0,9,2014-12-26,2014-12-29,1,0,1,12245,6,0,2,6,204,27,11
8745663,2013-04-10 05:54:05,34,3,205,354,41495,4883.4318,514550,0,0,9,2013-06-11,2013-06-12,2,0,1,6837,3,0,1,6,208,1092,78
22706725,2014-12-10 01:08:56,25,2,23,48,4924,,739405,0,0,9,2015-02-04,2015-02-06,4,0,2,6305,1,0,2,3,106,136,2
21068079,2013-04-02 14:05:06,2,3,66,318,32516,,1027025,0,0,9,2013-04-03,2013-04-05,2,1,1,5881,3,0,3,2,50,641,94
2861561,2014-12-11 11:56:33,2,3,66,174,24103,2345.0973,203324,0,0,9,2015-01-13,2015-01-14,1,0,1,12669,5,0,1,2,50,701,55
22138797,2014-05-02 07:18:10,2,3,72,162,29749,,1047939,0,0,9,2014-05-08,2014-05-09,2,2,1,8743,1,0,1,6,144,24,29
21875318,2013-03-22 14:17:50,2,3,66,258,4687,897.6489,107733,1,0,0,2013-03-24,2013-03-25,2,0,1,19363,1,0,1,2,50,585,42
4020463,2014-11-25 12:59:16,37,1,69,881,14134,,801667,0,0,9,2015-02-16,2015-02-17,2,0,1,20525,1,0,1,3,104,76,46
12704073,2014-05-29 06:05:24,2,3,149,290,33116,,533297,0,1,9,2014-06-08,2014-06-10,2,0,1,48970,1,0,7,3,48,814,82
7870413,2013-09-02 14:33:23,24,2,3,50,5703,,218140,0,0,9,2013-12-06,2013-12-09,1,0,1,669,3,0,3,2,50,212,50
849106,2014-08-19 16:35:40,2,3,66,254,39917,,406502,0,1,9,2015-01-12,2015-01-21,2,0,1,11439,1,0,3,4,163,1503,87
17245731,2014-07-20 21:07:46,2,3,66,363,38731,8986.3897,109141,0,1,9,2014-07-24,2014-07-26,2,0,1,21222,1,0,3,3,152,73,27
49772,2014-10-14 20:17:54,18,2,119,0,27731,,181264,0,1,0,2014-12-25,2014-12-28,2,0,1,8819,1,0,1,3,168,1242,50
34876313,2014-08-02 14:27:03,2,3,66,258,4687,1736.9051,421226,0,0,9,2014-09-23,2014-09-24,2,0,1,12846,5,0,1,2,50,366,17
12784986,2014-07-30 12:26:13,22,2,0,232,52485,,797100,0,0,5,2014-08-05,2014-08-06,4,0,2,22402,1,0,1,3,104,64,61
2357162,2014-06-27 09:55:35,2,3,66,220,2086,1145.3965,13085,0,0,9,2014-07-10,2014-07-12,2,1,1,48090,3,0,2,4,146,1547,62
27799919,2014-11-25 10:09:10,2,3,66,467,25647,1461.6002,892412,0,1,3,2015-01-25,2015-01-26,2,0,1,8250,1,0,1,2,50,628,10
25276743,2013-08-15 05:13:29,2,3,66,435,8346,43.2485,608411,0,0,9,2013-08-16,2013-08-17,2,0,1,27517,1,1,1,2,50,1263,91
3225504,2014-04-18 18:51:20,2,3,71,0,3653,,1164841,1,0,9,2014-06-12,2014-06-17,2,0,1,8283,1,0,1,2,50,414,40
29555147,2014-04-14 15:58:32,2,3,66,258,27462,130.1161,687296,0,0,0,2014-10-11,2014-10-13,2,0,1,12190,6,0,1,2,50,637,72
30732567,2014-07-08 06:22:25,2,3,66,220,1330,220.5431,78184,0,0,1,2014-07-11,2014-07-13,1,0,1,44045,3,0,1,2,50,701,5
4175266,2014-04-16 09:30:39,2,3,66,149,47654,794.7931,1196550,0,0,9,2014-05-06,2014-05-07,1,0,1,11982,1,0,1,2,50,488,11
20972789,2013-12-12 03:42:04,2,3,24,67,28661,,717016,0,0,9,2013-12-18,2013-12-20,1,0,1,8253,1,0,1,6,70,19,55
24996935,2014-04-25 15:03:16,2,3,66,322,31358,2679.6525,841486,0,1,9,2014-06-13,2014-06-19,3,0,1,11435,1,0,4,4,67,203,65
21963995,2014-07-02 03:15:08,2,3,66,403,21464,126.9607,399699,0,0,9,2014-07-12,2014-07-13,2,2,1,11319,1,1,1,2,50,681,33
14690600,2013-04-01 21:57:41,32,1,62,21,9718,,585407,0,1,9,2013-04-24,2013-04-27,2,0,1,8746,1,0,2,6,105,29,64
31067614,2014-11-19 13:50:40,2,3,66,337,30127,,977093,0,0,9,2014-11-19,2014-11-21,2,0,2,26994,6,1,1,2,50,1529,28
13603674,2014-11-21 23:03:43,2,3,66,447,14289,159.5143,975113,0,0,2,2014-11-28,2014-11-30,2,0,1,8250,1,0,3,2,50,628,1
15382671,2013-07-25 23:19:08,2,3,66,314,36507,7438.1714,69813,0,0,6,2013-08-09,2013-08-11,2,0,1,8818,1,0,1,3,99,88,3
15376719,2013-05-13 05:39:23,2,3,66,143,45247,599.0228,48688,0,0,0,2013-05-26,2013-05-29,2,0,1,42630,3,0,1,2,50,637,69
31834144,2013-01-25 14:51:52,2,3,66,322,10827,3905.4374,588574,0,1,9,2013-06-09,2013-06-13,2,2,1,669,3,0,1,2,50,212,0
23624560,2014-02-20 18:28:14,2,3,66,348,2884,3625.2092,574254,1,0,9,2014-04-10,2014-04-17,2,0,1,53920,3,0,1,6,68,275,20
129155,2013-04-13 10:03:23,2,3,215,646,51733,1288.0376,497748,0,0,9,2013-05-07,2013-05-10,2,0,1,8260,1,1,1,2,50,701,64
1700695,2013-10-08 22:59:52,2,3,66,435,30431,356.60900000000004,578904,0,0,9,2013-10-11,2013-10-14,2,0,1,8266,1,0,1,2,50,411,9
17238618,2014-03-24 16:29:57,2,3,66,462,5932,655.3718,85816,0,0,0,2014-06-14,2014-06-15,2,1,1,24124,6,0,1,2,50,363,55
21982979,2014-04-10 21:29:28,2,3,66,174,16019,107.1719,485883,0,0,9,2014-04-12,2014-04-13,6,0,2,8278,1,0,1,2,50,368,51
23686119,2014-12-10 11:34:54,2,3,182,393,11124,4803.0491,824828,0,1,9,2015-01-09,2015-01-13,2,0,1,8252,1,0,1,6,170,313,22
14887372,2013-05-28 18:29:19,2,3,66,254,45676,1555.5534,1138765,0,1,9,2013-12-16,2013-12-22,2,0,1,11938,1,0,1,4,8,126,66
1876556,2014-11-03 13:27:53,11,3,205,354,48951,351.969,1076100,0,0,0,2014-12-04,2014-12-07,2,0,1,8267,1,0,1,2,50,675,56
11396455,2014-09-02 18:09:18,13,1,46,244,9809,5603.1543,619717,0,0,1,2015-01-06,2015-01-21,1,0,1,24724,6,0,1,3,182,79,3
10086730,2013-02-23 14:33:08,2,3,66,260,19022,832.9287,398111,0,0,5,2013-09-18,2013-09-21,2,0,1,17520,3,0,2,2,50,682,0
27522530,2014-11-25 20:44:42,11,3,205,155,8177,2677.2266,115605,0,0,2,2015-01-21,2015-01-30,2,0,1,669,3,0,1,2,50,212,41
24312471,2014-12-10 13:50:44,2,3,66,314,12274,,798954,0,0,0,2014-12-26,2014-12-28,3,3,1,55940,4,0,1,2,50,1507,94
12050695,2014-02-19 06:20:18,2,3,235,13,53632,,629646,0,0,9,2014-04-22,2014-04-30,2,0,1,8818,1,0,2,3,99,88,61
348116,2014-04-29 13:01:40,11,3,205,385,45494,624.638,16637,0,0,9,2014-05-07,2014-05-09,1,0,1,25816,6,0,1,2,50,697,16
6134876,2013-12-19 09:53:07,11,3,205,354,53713,1216.6089,267573,0,0,5,2014-02-07,2014-02-08,6,2,3,12495,5,0,2,2,50,699,91
8922154,2014-06-30 18:51:04,2,3,66,258,4687,1007.045,1102755,1,1,2,2014-08-27,2014-08-31,1,0,1,12008,1,0,1,2,50,686,4
18948690,2014-07-19 08:18:01,2,3,66,331,54953,482.8343,929865,0,0,2,2014-11-14,2014-11-21,2,0,1,12654,5,0,1,2,50,682,5
8070113,2014-11-11 09:59:25,2,3,66,174,40365,319.2799,803151,0,0,0,2014-12-05,2014-12-07,6,0,3,12175,6,0,1,2,50,366,95
26252009,2014-07-11 18:11:30,11,3,205,135,29816,5767.5075,59466,1,0,0,2014-09-06,2014-09-07,3,0,1,21554,6,0,2,6,208,951,9
28715403,2014-12-31 14:16:28,2,3,66,174,31206,2374.0484,934930,0,1,9,2015-03-21,2015-03-25,3,0,1,8855,1,0,2,2,50,213,87
36031768,2014-09-18 22:24:52,2,3,66,174,5938,1127.9475,156,0,0,5,2014-10-02,2014-10-03,3,1,1,8277,1,0,1,2,50,412,16
26225591,2014-10-26 11:57:07,22,2,0,147,10568,,1155507,0,0,9,2015-11-08,2015-11-12,1,0,1,30042,4,0,1,2,50,366,39
18734004,2014-06-04 13:49:42,2,3,130,759,28771,,320521,0,0,9,2014-10-11,2014-10-17,3,0,2,8791,1,0,1,4,8,110,0
15319016,2014-12-31 08:42:02,2,3,66,226,42300,2136.5035,1114857,1,1,9,2015-01-17,2015-01-20,2,0,1,8279,1,0,2,2,50,1230,10
9392038,2013-08-09 22:11:34,2,3,66,174,48113,1408.9727,314615,0,1,0,2013-09-21,2013-09-28,2,0,1,8810,1,0,1,4,8,1532,65
29370597,2013-09-24 13:18:17,24,2,3,50,5703,,207519,0,0,9,2013-10-22,2013-10-27,1,1,1,23462,6,1,1,3,162,1039,85
4418152,2014-05-19 15:26:00,8,4,77,824,1361,9358.7656,619169,0,0,9,2015-02-11,2015-02-16,2,2,1,8268,1,0,1,2,50,682,71
23140901,2014-11-07 10:10:38,2,3,39,0,55763,,1133091,0,0,1,2014-11-17,2014-11-21,1,0,1,8267,1,0,1,2,50,675,20
1852318,2013-01-19 08:37:59,2,3,66,348,10624,,1012599,0,0,9,2013-05-18,2013-05-21,2,2,1,14984,1,0,1,2,50,1457,80
2995027,2014-01-19 12:26:45,37,1,69,923,1268,,548517,0,1,0,2014-04-17,2014-04-21,2,0,1,8785,1,0,3,6,105,35,22
2129628,2013-11-27 01:32:58,2,3,66,174,34049,6357.1045,598613,0,0,9,2013-12-24,2013-12-26,2,0,1,343,1,0,1,6,206,1748,81
26482103,2014-07-12 05:34:34,24,2,191,376,33581,,741104,0,0,0,2014-08-25,2014-08-28,2,2,1,8740,1,0,1,6,105,12,20
10181990,2014-11-22 22:39:25,24,2,3,50,5703,,797262,1,1,9,2014-12-30,2015-01-02,2,0,1,8253,1,0,1,6,70,19,11
408267,2014-09-29 12:58:29,2,3,66,174,16634,2384.1849,215419,0,0,3,2014-12-20,2014-12-26,2,0,1,11938,1,0,1,4,8,126,65
35053495,2014-07-09 19:49:56,2,3,66,318,51313,1153.9087,1056572,0,1,9,2014-09-15,2014-09-18,2,0,1,8260,1,0,1,2,50,701,9
22557073,2014-07-24 20:12:55,11,3,205,339,46243,,147418,0,0,4,2014-08-16,2014-08-19,2,2,1,49086,6,0,2,2,50,685,15
20903710,2014-01-27 18:46:27,2,3,66,321,47535,1271.8214,490243,0,0,7,2014-01-29,2014-02-03,3,0,1,8272,1,0,2,2,50,659,50
11413246,2014-09-21 05:42:05,11,3,205,135,36086,7150.3103,668497,0,0,0,2014-09-29,2014-10-01,1,0,1,406,1,0,1,3,162,998,57
5442503,2014-10-26 18:31:56,2,3,66,392,18722,3811.6849,855770,1,1,7,2015-05-25,2015-06-07,2,0,1,8285,1,0,1,6,21,32,10
28271647,2014-05-21 13:48:30,2,3,66,220,18876,2002.1397,951466,1,0,9,2014-05-30,2014-06-01,1,0,1,8250,1,0,1,2,50,628,24
10358502,2014-07-20 17:38:46,37,1,69,689,35963,,248769,1,1,3,2014-09-13,2014-09-20,2,0,1,20438,6,0,1,6,77,1482,86
21640557,2014-08-15 13:07:49,37,1,69,675,10204,,494074,0,1,9,2014-08-29,2014-09-06,2,0,1,22711,1,0,1,3,104,987,63
7275368,2013-04-09 23:09:31,37,1,69,695,45017,,945448,1,1,0,2013-08-13,2013-08-23,2,2,1,994,1,0,1,6,77,1399,30
18298346,2013-10-03 09:21:03,2,3,66,314,22680,,393667,0,0,9,2013-10-03,2013-10-04,1,0,1,12792,5,0,1,2,50,684,50
3025146,2013-02-07 20:41:18,2,3,66,174,26232,2420.7029,636287,0,0,0,2013-08-07,2013-08-11,2,2,1,5405,6,0,1,4,8,126,58
5523343,2014-11-25 17:39:57,2,3,66,314,53246,,1089673,0,0,0,2014-12-26,2014-12-29,3,0,1,8267,1,0,1,2,50,675,97
16433007,2014-06-01 18:08:17,2,3,66,318,6769,4661.8187,451431,0,0,9,2014-10-01,2014-10-05,2,0,1,8746,1,0,1,6,105,29,22
16708542,2014-11-24 23:36:11,24,2,3,50,5703,,1156349,0,0,3,2015-01-06,2015-01-11,1,0,1,8267,1,0,1,2,50,675,5
587733,2014-05-31 09:33:43,2,3,66,363,12346,82.8,809058,1,0,9,2014-06-09,2014-06-11,1,0,1,7635,3,0,1,2,50,675,91
9106633,2014-03-26 10:20:36,2,3,66,254,40803,1047.3434,519093,0,1,9,2014-06-29,2014-07-05,1,3,1,8268,1,0,2,2,50,682,31
9766627,2013-10-28 05:54:13,2,3,66,196,2428,27.5497,421556,0,0,9,2013-12-13,2013-12-14,1,0,1,12390,5,0,1,2,50,688,28
33077655,2014-02-27 03:22:33,2,3,66,174,40600,396.5642,495049,0,1,9,2014-03-23,2014-03-31,3,0,1,8254,1,0,1,2,50,365,51
3942483,2014-12-27 10:41:59,40,3,66,442,35390,227.2477,599817,1,0,1,2014-12-27,2014-12-30,2,0,1,8235,1,1,1,2,50,406,6
25512362,2014-02-14 20:24:48,2,3,66,174,13277,45.7558,166783,1,0,9,2014-02-14,2014-02-16,2,0,1,30042,4,0,1,2,50,366,94
28912378,2014-07-14 23:27:38,26,0,215,817,12976,,240603,0,1,0,2014-07-20,2014-07-23,2,0,1,565,1,0,1,4,8,113,46
25696785,2013-03-02 13:12:40,2,3,66,442,28620,1498.5793,767968,0,0,9,2013-03-15,2013-03-19,1,0,1,8279,1,0,1,2,50,1230,41
5587602,2014-01-18 00:05:48,2,3,66,174,19362,5351.9438,27186,0,0,9,2014-03-13,2014-03-17,2,0,1,23482,6,0,1,6,70,19,25
20622596,2014-07-28 07:05:43,2,3,66,318,18601,1557.3110000000001,836356,0,1,9,2014-08-04,2014-08-08,2,0,1,8250,1,0,3,2,50,628,79
30612340,2013-12-26 17:10:24,2,3,66,143,22635,93.7002,998163,0,0,9,2013-12-31,2014-01-02,1,3,1,305,1,0,1,2,50,453,91
4573788,2014-06-06 18:11:51,2,3,66,346,36531,,1023377,0,0,1,2014-09-06,2014-09-07,4,0,1,259,1,0,1,2,50,444,91
4573437,2014-10-10 12:31:49,2,3,66,174,16634,3455.6714,1022579,0,0,9,2014-10-27,2014-10-31,2,0,1,11439,1,0,2,4,163,1503,65
24632380,2014-04-04 23:41:08,34,3,205,135,35987,1103.213,775513,0,1,9,2014-04-17,2014-04-20,2,0,1,8250,1,0,1,2,50,628,54
5703106,2013-12-13 09:57:46,2,3,80,39,16563,,323762,0,1,2,2014-01-20,2014-01-25,2,0,1,468,1,0,1,3,48,153,46
7719910,2014-05-18 09:57:48,2,3,66,258,4687,278.113,1006797,0,0,0,2014-05-24,2014-05-25,2,0,1,27272,6,0,1,2,50,640,91
4002322,2013-03-04 19:41:48,37,1,69,879,25671,,757909,0,1,3,2013-05-06,2013-05-09,2,0,1,8255,1,0,1,6,77,20,5
12020479,2014-10-13 19:25:07,2,3,66,174,16561,,540931,0,0,0,2014-12-11,2014-12-12,2,0,1,8824,1,0,1,4,8,118,65
16998583,2014-08-09 07:05:55,2,3,66,174,41886,2551.1877,674250,0,1,9,2014-12-01,2014-12-05,1,0,1,8855,1,0,2,2,50,213,73
4966692,2013-10-13 13:14:16,37,1,69,811,16287,,823575,0,1,0,2014-06-01,2014-06-06,2,0,1,8250,1,0,2,2,50,628,45
4372291,2014-11-08 15:25:41,2,3,66,220,2086,197.332,496384,0,0,0,2014-11-10,2014-11-12,2,2,1,8268,1,0,1,2,50,682,42
35323322,2014-08-08 08:49:35,2,3,149,290,33116,,880584,1,1,0,2014-09-11,2014-09-18,1,0,1,13925,6,0,2,4,8,126,96
18072881,2014-02-12 11:19:35,2,3,66,348,332,708.2285,1036196,0,0,9,2014-04-13,2014-04-16,2,0,1,15575,1,0,2,2,50,642,31
26157915,2013-04-19 08:19:40,2,3,66,337,36112,,999104,0,0,1,2013-06-26,2013-06-30,3,0,2,8745,1,0,2,6,204,27,22
5910166,2014-05-19 17:30:37,2,3,66,442,5875,1162.7213,902603,0,0,0,2014-06-12,2014-06-19,2,0,1,8250,1,0,1,2,50,628,51
20895309,2014-04-04 22:20:16,2,3,66,331,47654,1582.9319,468758,1,1,9,2014-09-06,2014-09-12,2,0,1,11640,6,0,5,4,53,1936,34
24202181,2014-01-06 20:40:42,2,3,66,184,11878,1736.6537,387420,0,1,9,2014-07-22,2014-07-29,3,1,1,11735,1,0,1,4,128,1559,96
19364764,2014-12-29 16:34:52,37,1,69,908,28451,,820760,0,0,1,2015-08-19,2015-08-21,1,0,1,6816,3,0,1,2,198,932,7
23121512,2013-06-04 18:33:13,2,3,66,337,7004,1585.8926,1079007,0,1,9,2013-06-22,2013-06-26,2,0,1,11439,1,0,7,4,163,1503,65
22401801,2014-08-06 14:18:23,17,1,133,27,4546,,797320,0,0,1,2014-09-03,2014-09-06,2,0,1,8788,1,0,1,6,77,2,2
22750350,2014-09-09 19:26:08,11,3,205,135,36086,81.3921,892016,0,0,9,2014-09-19,2014-09-21,2,0,1,44483,1,0,1,2,198,791,7
17647530,2013-07-04 12:50:19,8,4,77,977,7891,,1152721,0,0,0,2014-01-12,2014-01-13,3,2,2,8260,1,0,1,2,50,701,70
21103864,2013-07-13 07:00:24,2,3,66,442,76,1986.6819,1145322,0,1,9,2013-08-09,2013-08-16,2,0,1,22648,6,0,1,4,13,1531,46
25138072,2014-03-02 14:11:07,33,2,194,38,42328,,114773,0,1,1,2014-10-22,2014-10-27,2,0,1,8282,1,1,1,3,126,232,28
27886005,2014-04-10 17:41:53,2,3,66,447,902,610.7189,1122705,0,0,9,2014-07-03,2014-07-06,2,4,2,8834,1,0,1,2,50,355,0
4483331,2014-11-26 10:28:41,2,3,66,448,44668,1378.8163,781074,0,1,0,2015-02-23,2015-02-27,2,0,1,11439,1,0,2,4,163,1503,52
14867797,2013-11-20 09:00:13,2,3,66,348,22611,47.0168,1088397,0,0,9,2013-12-07,2013-12-08,4,4,2,45326,6,0,2,2,50,675,21
13562923,2014-11-25 19:22:06,2,3,66,351,52368,448.8328,846655,0,0,0,2014-12-09,2014-12-11,2,0,1,27466,6,0,1,2,50,647,7
13927330,2014-03-18 22:42:42,2,3,66,346,31371,964.4878,779936,0,1,0,2014-04-24,2014-04-28,2,0,1,8824,1,0,1,4,8,118,44
20367078,2014-07-30 06:31:38,24,2,69,573,33444,,83647,0,0,3,2014-08-18,2014-08-21,2,0,1,8745,1,0,2,6,204,27,41
20313155,2013-10-26 17:41:28,17,1,217,0,51914,,1167812,0,0,0,2013-12-22,2013-12-27,9,1,3,8278,1,0,1,2,50,368,6
36839331,2014-06-26 19:44:39,2,3,66,226,51467,541.6627,647844,0,0,9,2015-02-15,2015-02-18,2,0,1,12227,6,0,1,2,50,701,3
2271731,2014-04-10 20:40:23,2,3,66,153,25392,27.8605,989518,0,0,9,2014-04-22,2014-04-23,2,0,1,8272,1,0,1,2,50,659,48
7655023,2014-09-25 10:48:32,2,3,66,331,20516,501.5895,809309,0,0,9,2014-11-23,2014-11-27,2,2,1,17672,6,0,1,2,50,682,92
10021383,2014-12-29 00:17:17,2,3,66,174,17529,34.0936,143133,0,0,9,2015-01-03,2015-01-04,2,0,1,12729,5,0,2,2,50,365,91
12356157,2013-03-07 19:19:04,11,3,205,155,53078,2620.1246,551575,0,0,4,2013-04-11,2013-04-16,2,1,1,8268,1,0,2,2,50,682,71
36161507,2014-07-14 10:47:40,2,3,66,174,38972,,532500,0,0,9,2014-07-21,2014-07-22,2,0,1,23405,6,0,1,2,50,1179,90
28986326,2014-12-14 18:54:29,2,3,66,348,48862,9049.7216,441221,0,0,1,2014-12-30,2014-12-31,6,0,3,18569,1,0,2,3,182,83,57
13045835,2014-10-06 13:18:58,11,3,205,135,34614,4410.5812,422910,0,0,9,2014-11-08,2014-11-12,2,2,1,8253,1,0,2,6,70,19,68
34333130,2014-11-13 11:50:40,24,2,3,50,5703,,963269,0,0,2,2015-05-02,2015-05-06,1,0,1,8267,1,0,2,2,50,676,48
7566705,2014-11-06 09:17:34,2,3,66,348,48862,1486.8529,538424,0,0,9,2014-11-25,2014-11-26,2,0,1,1560,1,0,1,4,163,1935,81
64345,2013-11-11 12:00:56,2,3,66,174,55087,2045.7074,227214,0,1,9,2014-09-18,2014-10-02,0,0,1,54563,3,0,1,4,8,126,52
2633310,2014-08-25 02:47:46,2,3,66,363,10353,5610.6869,780030,0,0,9,2014-09-24,2014-09-25,4,0,2,23759,1,0,2,6,22,300,80
26331753,2014-12-05 08:57:06,2,3,66,337,30384,3631.4044,295055,0,0,3,2014-12-15,2014-12-16,2,0,1,8251,1,0,1,4,93,2086,85
29644494,2013-07-22 19:41:30,2,3,66,258,4687,995.632,923001,0,1,9,2013-09-25,2013-09-30,2,1,1,17520,3,1,1,2,50,682,0
29424136,2014-06-25 10:59:28,2,3,66,348,3263,249.6038,323113,0,0,9,2014-07-21,2014-07-24,2,0,1,8267,1,0,1,2,50,675,10
22388317,2014-03-30 05:44:25,2,3,194,38,42328,,748698,0,0,1,2014-07-09,2014-07-10,4,0,1,23689,6,0,1,2,50,1633,47
